
str_yes|Áno.
str_persuasion_summary_very_bad|Vyskúšal si všetko, aby si presvedčil {s50}, ale žiadne z odôvodnení s ním nepohne. Vždy keď to vyzerá že máš pravdu, povieš niečo nevhodné, čo uzemní tvoje predošlé úsilie. Pred tým, než dokončíš svoju reč, si uvedomuješ, že si nedokázal vyjadriť jedinú súvislosť, aká by dotvrdzovala tvoju správnosť. Je ti jasné, že si si len sám podkopával nohy. Nie je prekvapujúce, že {s50} nevyzerá nadšene.
str_persuasion_summary_bad|{s50} ta počúva, zatiaľ čo sa ho snažíš presvedčiť, ale {reg51?ona:on} má navrch už od samotného začiatku. Aj tvoje najlepšie zdôvodnenia znejú prázdne samému sebe. {s50} si neurobil príliš vysokú mienku o tom, čo si sa mu snažil vyložiť.
str_persuasion_summary_average|{s50} sa ukáže ako schopný rečník s vycibreným zmyslom a tebe sa zdá, že nemôžeš prísť s niečím, čomu by {reg51?vytvorila:vytvoril} protireč s hlavou a pätou. Celé jednanie dopadlo neurčito.
str_persuasion_summary_good|Rychlou vravou a jej šikovným zdôvodňovaním sa ti podarilo vyjadriť tvoje stanovisko jasne a pevne. {s50} v dôsledku toho zmenil názor na niektoré veci. Avšak {reg51?ona:on} aj napriek tomu vyjadruje pochybnosti voči tvojmu požiadavku.
str_persuasion_summary_very_good|Svoju zvučná, vášnivo prednášaná reč, sa nesie všetkými počúvajúcimi ušami ani verše básnika. Okolný svet akoby utíchol, aby ti mohol lepšie načúvať. Podnecujúce slová sa na {s50} silne zapôsobili a vyzerá to, že ti je omnoho {reg51?ochotnejšia:ochotnejší} pomôcť.
str_name_1|Adanedhel
str_name_2|Ondoher
str_name_3|Aerandir
str_name_4|Agarwaen
str_name_5|Ailinel
str_name_6|Aldarion
str_name_7|Almarian
str_name_8|Amandil
str_name_9|Amlaith
str_name_10|Anardil
str_name_11|Anborn
str_name_12|Andróg
str_name_13|Angbor
str_name_14|Arador
str_name_15|Araglas
str_name_16|Arahael
str_name_17|Arantar
str_name_18|Arassuil
str_name_19|Alcarin
str_name_20|Belegund
str_name_21|Bereg
str_name_22|Bergil
str_name_23|Borthand
str_name_24|Ceorl
str_name_25|Ciryon
str_name_26|Damrod
str_name_27|Derufin
str_name_28|Dorlas
str_name_29|Duilin
str_name_30|Duinhir
str_name_31|Egalmoth
str_name_32|Emeldir
str_name_33|Eradan
str_name_34|Erellont
str_name_35|Erendis
str_name_36|Falathar
str_name_37|Fengel
str_name_38|Froweg
str_name_39|Frumgar
str_name_40|Fuinur
str_name_41|Galdor
str_name_42|Gethron
str_name_43|Gorlim
str_name_44|Grithnir
str_name_45|Gundor
str_name_46|Hador
str_name_47|Haldar
str_name_48|Hallacar
str_name_49|Hathol
str_name_50|Herion
str_name_51|Hild
str_name_52|Hunthor
str_name_53|Imlach
str_name_54|Ioreth
str_name_55|Ivorwen
str_name_56|Labadal
str_name_57|Larnach
str_name_58|Magor
str_name_59|Mairen
str_name_60|Malach
str_name_61|Malantur
str_name_62|Malvegil
str_name_63|Mardil
str_name_64|Meneldur
str_name_65|Minalcar
str_name_66|Minohtar
str_name_67|Ondoher
str_name_68|Orleg
str_name_69|Orodreth
str_name_70|Ostoher
str_name_71|Pelendur
str_name_72|Ragnor
str_name_73|Sador
str_name_74|Súrion
str_name_75|Thorongil
str_name_76|Turambar
str_name_77|Ulfast
str_name_78|Ulwarth
str_name_79|Valacar
str_name_80|Wulf
str_name_elf_1|Merlkir
str_name_elf_2|Ramanoir
str_name_elf_3|Aegnor
str_name_elf_4|Amdír
str_name_elf_5|Amras
str_name_elf_6|Annael
str_name_elf_7|Aredhel
str_name_elf_8|Arminas
str_name_elf_9|Caranthir
str_name_elf_10|Curufin
str_name_elf_11|Daeron
str_name_elf_12|Eluchíl
str_name_elf_13|Edrahil
str_name_elf_14|Eluréd
str_name_elf_15|Erestor
str_name_elf_16|Faelivrin
str_name_elf_17|Finrod
str_name_elf_18|Felagund
str_name_elf_19|Galathil
str_name_elf_20|Galdor
str_name_elf_21|Gelmir
str_name_elf_22|Gildor
str_name_elf_23|Guilin
str_name_elf_24|Ithilbor
str_name_elf_25|Lindir
str_name_elf_26|Lómion
str_name_elf_27|Maedhros
str_name_elf_28|Maeglin
str_name_elf_29|Malgalad
str_name_elf_30|Nellas
str_name_elf_31|Nerdanel
str_name_elf_32|Nerwen
str_name_elf_33|Nimloth
str_name_elf_34|Orodreth
str_name_elf_35|Oropher
str_name_elf_36|Orophin
str_name_elf_37|Saeros
str_name_dwarf_1|Assistnik
str_name_dwarf_2|Vader
str_name_dwarf_3|Azaghâl
str_name_dwarf_4|Bifur
str_name_dwarf_5|Bofur
str_name_dwarf_6|Bombur
str_name_dwarf_7|Borin
str_name_dwarf_8|Dori
str_name_dwarf_9|Dwalin
str_name_dwarf_10|Farin
str_name_dwarf_11|Frár
str_name_dwarf_12|Frerin
str_name_dwarf_13|Frór
str_name_dwarf_14|Gamil
str_name_dwarf_15|Gróin
str_name_dwarf_16|Grór
str_name_dwarf_17|Ibun
str_name_dwarf_18|Khîm
str_name_dwarf_19|Lóni
str_name_dwarf_20|Mîm
str_name_dwarf_21|Nár
str_name_dwarf_22|Narvi
str_name_dwarf_23|Nori
str_name_dwarf_24|Óin
str_name_dwarf_25|Ori
str_name_dwarf_26|Telchar
str_name_dwarf_27|Marco
str_name_dwarf_28|Octo
str_name_orc_1|Triglav
str_name_orc_2|Adgulg
str_name_orc_3|Aghed
str_name_orc_4|Aguk
str_name_orc_5|Alog
str_name_orc_6|Azhug
str_name_orc_7|Bagdud
str_name_orc_8|Barglug
str_name_orc_9|Bog
str_name_orc_10|Borug
str_name_orc_11|Bulgan
str_name_orc_12|Bamhug
str_name_orc_13|Carguk
str_name_orc_14|Dalthu
str_name_orc_15|Derthag
str_name_orc_16|Dregu
str_name_orc_17|Dugarod
str_name_orc_18|Ertguth
str_name_orc_19|Fandagh
str_name_orc_20|Farghed
str_name_orc_21|Fozhug
str_name_orc_22|Furbog
str_name_orc_23|Gholug
str_name_orc_24|Gnalrug
str_name_orc_25|Grug
str_name_orc_26|Haguk
str_name_orc_27|Honkuk
str_name_orc_28|Igmut
str_name_orc_29|Jolagh
str_name_orc_30|Jukha
str_name_orc_31|Karguk
str_name_orc_32|Klog
str_name_orc_33|Krothu
str_name_orc_34|Kulgha
str_name_orc_35|Margulg
str_name_orc_36|Mazhug
str_name_orc_37|Naghat
str_name_orc_38|Nagbu
str_name_orc_39|Nurbag
str_name_orc_40|Oggha
str_name_orc_41|Olodagh
str_name_orc_42|Omoglug
str_name_orc_43|Opoguk
str_name_orc_44|Orgoth
str_name_orc_45|Perthag
str_name_orc_46|Pofhug
str_name_orc_47|Prutha
str_name_orc_48|Raguk
str_name_orc_49|Romarod
str_name_orc_50|Rugbu
str_name_orc_51|Sargulg
str_name_orc_52|Slog
str_name_orc_53|Suhgan
str_name_orc_54|Surgha
str_name_orc_55|Torug
str_name_orc_56|Turbag
str_name_orc_57|Urghat
str_name_orc_58|Varguk
str_name_orc_59|Zlog
str_name_orc_60|Zunuguk
str_surname_1|{s50} z Tarnostu
str_surname_2|{s50} z Lossarnachu
str_surname_3|{s50} z Erechu
str_surname_4|{s50} z Edhellondu
str_surname_5|{s50} z Pelargiru
str_surname_6|{s50} z Linhiru
str_surname_7|{s50} z Ethringu
str_surname_8|{s50} z Aldburgu
str_surname_9|{s50} z Isengardu
str_surname_10|{s50} zo Západného úvalu
str_surname_11|{s50} z Ereboru
str_surname_12|{s50} z Východného úvalu
str_surname_13|{s50} z Morannonu
str_surname_14|{s50} z Cirith Ungolu
str_surname_15|{s50} z Osgilliathu
str_surname_16|{s50} z Morie
str_surname_17|{s50} z Dolu
str_surname_18|{s50} z Esgarothu
str_surname_19|{s50} z Dol Guldúru
str_surname_20|{s50} z Gundabadu
str_surname_21|{s50} Dlhý
str_surname_22|{s50} Kostnatý
str_surname_23|{s50} Nazgul
str_surname_24|{s50} Vrabec
str_surname_25|{s50} Zlorečený
str_surname_26|{s50} Zjazvený
str_surname_27|{s50} Čestný
str_surname_28|{s50} Chmúrny
str_surname_29|{s50} Krvavý
str_surname_30|{s50} Havraní
str_surname_31|{s50} Vysoký
str_surname_32|{s50} Hviezdooký
str_surname_33|{s50} Nebojácny
str_surname_34|{s50} Stromožrut
str_surname_35|{s50} Lišiacky
str_surname_36|{s50} Trasorítka
str_surname_37|{s50} Bystrý
str_surname_38|{s50} Bystronohý
str_surname_39|{s50} Veršotepec
str_surname_40|{s50} Smelý
str_surname_41|{s50} Zurvalec
str_number_of_troops_killed_reg1|Počet padlých jednotiek: {reg1}
str_number_of_troops_wounded_reg1|Počet zranených jednotiek: {reg1}
str_number_of_own_troops_killed_reg1|Počet spojeneckých padlých jednotiek: {reg1}
str_number_of_own_troops_wounded_reg1|Počet spojeneckých zranených jednotiek: {reg1}
str_retreat|Ústup!
str_siege_continues|Boj pokračuje...
str_casualty_display|Tvoje stráty: {s10}^Nepriateľské stráty: {s11}{s12}
str_casualty_display_hp|^Utŕžil si {reg1} bodov poškodenia.
str_quest_log_updated|Záznam úloh bol obnovený...
str_banner_selection_text|Bolo ti udelené právo niesť prapor. Bude vyobrazovať tvoje postavenie a prinesie ti úctu. Ktorý prapor si vybereš?
str_loot_village|zaútočiť na nevinných vidiečanov
str_steal_from_villagers|vykoristiť chudobných vidiečanov
str_rob_caravan|okradnúť kupecký konvoj
str_sell_slavery|predať ľudí do otroctva
str_men_hungry|došli zásoby jedla
str_men_unpaid|nie je možné zaplatiť žold družiny
str_excessive_casualties|obetovať toľko našich mužov
str_surrender|vzdať sa nepriateľom
str_flee_battle|utiecť z boja
str_pay_bandits|zaplatiť obyčajným zbojníkom
str_fail_quest|nesplniť úlohu, ktorú sme prisahali na našu česť splniť
str_squander_money|rozhádzať peniaze, ktoré nám boli dané v dôvere
str_murder_merchant|zúčastniť sa chladnokrvnej vraždy
str_round_up_serfs|zahnať nevoľníkov v mene nejakého šľachtica
str_battle_fate_1|Oddelili sme sa vo vrave boja
str_battle_fate_2|Bol som ranený a zanechaný napospas smrti
str_battle_fate_3|Nepriatelia ma omráčili
str_battle_fate_4|Bol som držaný v zajatí
str_battle_fate_5|Zajali ma, ale podarilo sa mi utiecť
str_npc_morale_report|{s6} z tvojich spoločníkov, {s7} z tvojho velenia a {s8} z celkového stavu všeobecných záležitostí
str_happy|teším sa
str_content|som spokojný
str_concerned|som znepokojený
str_not_happy|som rozčarovaný
str_miserable|som nevýslovne sklamaný
str_morale_reg1|Morálka: {reg1}
str_bar_enthusiastic|                   Nadšenie
str_bar_content|              Spokojnosť
str_bar_weary|          Znudenosť
str_bar_disgruntled|     Rozladenosť
str_bar_miserable|  Mizerná
str_here_plus_space|tu
str_npc1_intro|Sláva ti, bojovník, vitaj na Henneth Annûn.
str_npc2_intro|Sláva ti, návštevník! Môžem sa spýtať čo tu porábaš?
str_npc3_intro|Ho! Len si to tu uži, cestovateľ.
str_npc4_intro|Vitaj v Meduselde, bojovník!
str_npc5_intro|Sláva ti, {playername}. Mae govannen!
str_npc6_intro|Neobťažuj ma, cudzinec, neprajem si s tebou hovoriť.
str_npc7_intro|Kíli, syn Dwalina, k vašim službám!
str_npc8_intro|Vitaj zase v Dole, cestovateľ! Môžem ti nejako pomôcť?
str_npc9_intro|Ššh! Keď budeš mávať na stráže, preseknem ti žalúdok a nakŕmim s ním vrokov!
str_npc10_intro|Ty!
str_npc11_intro|Ar! Nepochádzaš z týchto krajov, že? To vyňuchám. Skús pred našimi pánmi povedať ja nemôžem a vytlačím ti okále z gebule!
str_npc12_intro|Oho! Na čo tu číhaš?
str_npc13_intro|Stoj! Nač prichádzaš do stanu Náčelníka?
str_npc14_intro|Tackáš sa jak človek, kieho nohy nie sú zvyknuté na morské vody, cudzinec.
str_npc15_intro|Chvála Oku, Bojovník!
str_npc16_intro|Nestáva sa často že niekto cudzí mojim očiam prechádza krajmi východu. Čo ťa sem privádza? Hovor a nahlas.
str_npc17_intro|Hej. Priťahujú ťa tamojšie lesy?
str_npc1_intro_response_1|Sláva ti, Majster Stopár. Jak sa darí Strážcom Juhu?
str_npc2_intro_response_1|Moja záležitosť je záležitosť celého Gondoru. A kto si ty?
str_npc3_intro_response_1|Dobrý deň i tebe, deje sa niečo?
str_npc4_intro_response_1|Zdravím, Pani moja. S kým mám tú česť hovoriť?
str_npc5_intro_response_1|Sláva ti, Elfský pane! Je veľká česť vás stretnúť.
str_npc6_intro_response_1|Je toto spôsob, akým Lesní Elfovia vítajú svojich hostí?
str_npc7_intro_response_1|{playername} je vám k službám. Jak sa darí ľudu Durina?
str_npc8_intro_response_1|Zdravím. Uvažoval som, či sa tu nenájdu nejakí dobrovolníci, ktorí by sa k nám pridali na našich cestách.
str_npc9_intro_response_1|Šetrí vyhrážkami, Uruk, než dôjde na meče - nie som žiaden špehúň.
str_npc10_intro_response_1|Kto si?
str_npc11_intro_response_1|Kto si?
str_npc12_intro_response_1|Kto si?
str_npc13_intro_response_1|Kto si?
str_npc14_intro_response_1|Kto si?
str_npc15_intro_response_1|Uctievaj Oko, zmok. Odkiaľ prichádzaš?
str_npc16_intro_response_1|Kto si?
str_npc17_intro_response_1|Temnohvozd je očarujúci les. Kto si? Koľko toho vieš o týchto krajoch?
str_npc1_intro_response_2|Nechaj tak, jaskyne nie sú to najvhodnejšie miesto pre rozpravy.
str_npc2_intro_response_2|Nechaj tak, nemám čas na klebetenie so strážami.
str_npc3_intro_response_2|Nechaj tak, ´užijem´ si inde.
str_npc4_intro_response_2|Ospravedlňte ma, ponáhľam sa.
str_npc5_intro_response_2|Ospravedlňte ma, musím sa porozprávať s menej dôležitými ľuďmi.
str_npc6_intro_response_2|Cítim to rovnako. Dovidenia.
str_npc7_intro_response_2|Nechaj tak, potrebujem trocha čerstvého vzduchu.
str_npc8_intro_response_2|Nechaj tak, len sa kocháme pohľadom.
str_npc9_intro_response_2|Už idem, než ma začne svrbieť ruka, ktorou tasím čepeľ.
str_npc10_intro_response_2|[Nevšímať si ich a odísť]
str_npc11_intro_response_2|Staraj sa o svoje, červ!
str_npc12_intro_response_2|Staraj sa o svoje, červ!
str_npc13_intro_response_2|Staraj sa o svoje!
str_npc14_intro_response_2|Staraj sa o svoje!
str_npc15_intro_response_2|Hmmf, drž si paprče u seba, zmok.
str_npc16_intro_response_2|Staraj sa o svoje!
str_npc17_intro_response_2|Áno, lesy sú krásne, ale mám naponáhlo.
str_npc1_backstory_a|Prichádzaš v krušných časoch, priateľu. Ithilien je posiaty nepriateľskými zvedmi a nájazdníkmi, niektorí z našich videli pochodujúce voje ohyzdov. Snažíme sa im zabrániť prebrodiť veľkú rieku, ja sám som viedol skupinu skúsených Hraničiarov k mnohým úspechom. Môj Kapitán Faramir je hrdý a ja sa nebojím Tieňa, čo nad námi rastie.
str_npc2_backstory_a|Ah, jak zdvorilé požiadať ma. Nedávno ma nabrali k strážam siení Jeho Správcovstva. Veľká česť, ale ak sa mám priznať, nie príliš činorodý záväzok.
str_npc3_backstory_a|Nuž, moja stará helma sa mi zdá od tej chvíle malá a zem sa mi pod nohami kýva, akoby som jazdil na neposlušnom koni. Ah, kiežby som nestiahol včera v noci toľko piva - zvyčajne mám na liehovinu hlavu, ale toto musela byť nejaká ohyzdia brečka.
str_npc4_backstory_a|Moje meno je Gálmynë a tvoja vec je i mojou, {playername}. Nechaj ma to objasniť.
str_npc5_backstory_a|Možno si už začul chýry o mojich skutkoch v bojoch dávno minulých a zabudnutých smrteľnými Ľuďmi. V plnosti času však opäť nadišla doba meča, hrozby pre Eldar, ale bude to Vojna Posledná.
str_npc6_backstory_a|Prepáčte, že vás obťažujem, nezavíta sem veľa návštevníkov a tí, ktorí sa objavia, nevyzerajú príliš hodnoverne. Len pred týždňom dorazil jeden trpaslík a... Nuž nič. Moje meno je Luevanna od Lesných Elfov Temnohvozdu.
str_npc7_backstory_a|Si pozorný, že sa na to pýtaš, {playername}. Zápasime s vpádmi Východniarov a Gundabadskými ohyzdmi, ale zatiaľ to nie je nič, s čím by sme si s našimi Dálskymi spojencami nedokázali poradiť.
str_npc8_backstory_a|Som si istý, že nejakých dobrovoľníkov nájdeš ak zájdeš za hajtmanom v kasárňach. Čo sa mňa týka, som len obyčajný bylinkár.
str_npc9_backstory_a|Dobre pre teba! Hovoria mi Gulm. Rozpáral som svojho veliteľa a jeho zmokovia po mne teraz idú.^To vypasené prasa to mohlo čakať! Raz nás prepadli slamovlasí... a kvôli nemu nás porazili. 'Ústup' škriekal a už sa za nim len prášilo. Len Gulm a pár ostatných ostali pevne stáť a zastavili útok jazdectva. Potom sme slamovlasých utĺkli (heh heh heh). Ale nebyť nás silákov, stalo by sa z nás žrádlo pre červy!
str_npc10_backstory_a|Som Durgash!
str_npc11_backstory_a|Nie! Žiadny stopár, to je to! Vyhodili ma! Asi sa pomiatli alebo čo, to ti poviem. Dopekla s nimi! Najprv vravia, že strieľam hlava nehlava, potom že utekať neviem a nakoniec ešte vyhlásili, že mám na nič ňufák. Grn! Pokiaľ sa pre mňa čoskoro nenájde voľaká zberba, uvrhnú má do Čiernych Dier. Ak to, čo som začul, je pravda. Skôr, než ma do nich hodia, pár veliteľov príde o kožu, o to sa osobne postarám.
str_npc12_backstory_a|Stojím v čele tohto húfu. Som Gorbag a ty by si si mal čo najskôr vtĺcť do hlavy, že my Urukovia to tu máme pod palcom. Veľký Páni, ay, či aj Tí najväčší chybujú a sme to vždy mi chudáci Urukovia, kto ich musí naprávať. A odmeny len biednej sa nám dostane. A i tak nám nepovedia všetko, čo vedia, no nie? Ani z polovice. Grr!
str_npc13_backstory_a|Ja? Som len zrno piesku južných púští, čo privanulo na sever chladnými nočnými vetrami. Volám sa Lykyada, Jašterí Pán z Haradwaithu. Pán Zlatého Hada, zhuba Kmeňa Temného Hada, ktorý sa pridal na stranu Temného Pána.
str_npc14_backstory_a|Volám sa Fuldimir, syn južnej ríše Umbaru, južnejšie od Harondoru a Zálivu Belfalas, pretože oboje sú domovinou môjho srdcia a môjho ľudu. Sme pánmi morí a plachiet, niektorým známi ako korzári, národ Zálivu Belfalas, lebo jeho vody mi krotíme.
str_npc15_backstory_a|Som Bolzog Obdarovaný, Naprávač Kostí, Zceľovač jazviev, Šaman Liečiteľ. Pokiaľ vytiahneš do vojny v menej Oka, nepochybne ťa alebo tvojich kumpánov bledý lesníci a milovníci koní skántria. Teraz, -nar-nar-nar! - Ohyzdov je ľahké nahradiť, oh Veľký Vodca, ale dokážeš nahradiť Vroka? Obra? Jaskynného Zlobra? Chi-chi! Nie! Na to potrebuješ mňa, Mocného Bolzoga!
str_npc16_backstory_a|Cudzinec je ten, kto by sa mal najskôr predstaviť. Tak či onak, som Varfang z rodu Balchothovho... Vidím, že sa k tebe ešte nedoniesli ságy a príbehy môjho kraja o Balchothovi, pretože už len zmienka tohto mena by bola skúškou tvojej odvahy a naplnila ti srdce žiaľom.
